Accession	Title	Sample.Type	Taxonomy	Channels	Platform	Series	Supplementary.Types	Supplementary.Links	SRA.Accession	Contact	Release.Date	ct	age	batch	con	ID
LT_old_mouse2_plate1_nostim_sc_A1_S193	GSM2680760	LT_old_mouse2_plate1_nostim_sc_A1_S193	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951004	SRX2951004	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_A1_S193
LT_old_mouse2_plate1_nostim_sc_A2_S194	GSM2680761	LT_old_mouse2_plate1_nostim_sc_A2_S194	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951005	SRX2951005	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_A2_S194
LT_old_mouse2_plate1_nostim_sc_A3_S195	GSM2680762	LT_old_mouse2_plate1_nostim_sc_A3_S195	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951006	SRX2951006	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_A3_S195
LT_old_mouse2_plate1_nostim_sc_A4_S196	GSM2680763	LT_old_mouse2_plate1_nostim_sc_A4_S196	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951007	SRX2951007	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_A4_S196
LT_old_mouse2_plate1_nostim_sc_B1_S205	GSM2680764	LT_old_mouse2_plate1_nostim_sc_B1_S205	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951008	SRX2951008	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_B1_S205
LT_old_mouse2_plate1_nostim_sc_B2_S206	GSM2680765	LT_old_mouse2_plate1_nostim_sc_B2_S206	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951009	SRX2951009	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_B2_S206
LT_old_mouse2_plate1_nostim_sc_B3_S207	GSM2680766	LT_old_mouse2_plate1_nostim_sc_B3_S207	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951010	SRX2951010	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_B3_S207
LT_old_mouse2_plate1_nostim_sc_B4_S208	GSM2680767	LT_old_mouse2_plate1_nostim_sc_B4_S208	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951011	SRX2951011	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_B4_S208
LT_old_mouse2_plate1_nostim_sc_C1_S217	GSM2680768	LT_old_mouse2_plate1_nostim_sc_C1_S217	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951012	SRX2951012	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_C1_S217
LT_old_mouse2_plate1_nostim_sc_C2_S218	GSM2680769	LT_old_mouse2_plate1_nostim_sc_C2_S218	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951013	SRX2951013	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_C2_S218
LT_old_mouse2_plate1_nostim_sc_C4_S220	GSM2680771	LT_old_mouse2_plate1_nostim_sc_C4_S220	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951015	SRX2951015	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_C4_S220
LT_old_mouse2_plate1_nostim_sc_D1_S229	GSM2680772	LT_old_mouse2_plate1_nostim_sc_D1_S229	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951016	SRX2951016	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_D1_S229
LT_old_mouse2_plate1_nostim_sc_D3_S231	GSM2680774	LT_old_mouse2_plate1_nostim_sc_D3_S231	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951018	SRX2951018	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_D3_S231
LT_old_mouse2_plate1_nostim_sc_D4_S232	GSM2680775	LT_old_mouse2_plate1_nostim_sc_D4_S232	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951019	SRX2951019	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_D4_S232
LT_old_mouse2_plate1_nostim_sc_E1_S241	GSM2680776	LT_old_mouse2_plate1_nostim_sc_E1_S241	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951020	SRX2951020	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_E1_S241
LT_old_mouse2_plate1_nostim_sc_E2_S242	GSM2680777	LT_old_mouse2_plate1_nostim_sc_E2_S242	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951021	SRX2951021	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_E2_S242
LT_old_mouse2_plate1_nostim_sc_E3_S243	GSM2680778	LT_old_mouse2_plate1_nostim_sc_E3_S243	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951022	SRX2951022	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_E3_S243
LT_old_mouse2_plate1_nostim_sc_E4_S244	GSM2680779	LT_old_mouse2_plate1_nostim_sc_E4_S244	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951023	SRX2951023	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_E4_S244
LT_old_mouse2_plate1_nostim_sc_F3_S255	GSM2680782	LT_old_mouse2_plate1_nostim_sc_F3_S255	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951026	SRX2951026	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_F3_S255
LT_old_mouse2_plate1_nostim_sc_G1_S265	GSM2680784	LT_old_mouse2_plate1_nostim_sc_G1_S265	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951028	SRX2951028	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_G1_S265
LT_old_mouse2_plate1_nostim_sc_G2_S266	GSM2680785	LT_old_mouse2_plate1_nostim_sc_G2_S266	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951029	SRX2951029	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_G2_S266
LT_old_mouse2_plate1_nostim_sc_G3_S267	GSM2680786	LT_old_mouse2_plate1_nostim_sc_G3_S267	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951030	SRX2951030	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_G3_S267
LT_old_mouse2_plate1_nostim_sc_G4_S268	GSM2680787	LT_old_mouse2_plate1_nostim_sc_G4_S268	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951031	SRX2951031	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_G4_S268
LT_old_mouse2_plate1_nostim_sc_H1_S277	GSM2680788	LT_old_mouse2_plate1_nostim_sc_H1_S277	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951032	SRX2951032	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_H1_S277
LT_old_mouse2_plate1_nostim_sc_H2_S278	GSM2680789	LT_old_mouse2_plate1_nostim_sc_H2_S278	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951033	SRX2951033	Carl G de Boer	Jul 19, 2017	LT	old	b1	nostim	LT_old_mouse2_plate1_nostim_sc_H2_S278
LT_old_mouse2_plate1_stim_sc_A1_S289	GSM2680792	LT_old_mouse2_plate1_stim_sc_A1_S289	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951036	SRX2951036	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_A1_S289
LT_old_mouse2_plate1_stim_sc_A2_S290	GSM2680793	LT_old_mouse2_plate1_stim_sc_A2_S290	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951037	SRX2951037	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_A2_S290
LT_old_mouse2_plate1_stim_sc_A3_S291	GSM2680794	LT_old_mouse2_plate1_stim_sc_A3_S291	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951038	SRX2951038	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_A3_S291
LT_old_mouse2_plate1_stim_sc_A4_S292	GSM2680795	LT_old_mouse2_plate1_stim_sc_A4_S292	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951039	SRX2951039	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_A4_S292
LT_old_mouse2_plate1_stim_sc_B1_S301	GSM2680796	LT_old_mouse2_plate1_stim_sc_B1_S301	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951040	SRX2951040	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_B1_S301
LT_old_mouse2_plate1_stim_sc_B2_S302	GSM2680797	LT_old_mouse2_plate1_stim_sc_B2_S302	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951041	SRX2951041	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_B2_S302
LT_old_mouse2_plate1_stim_sc_B3_S303	GSM2680798	LT_old_mouse2_plate1_stim_sc_B3_S303	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951042	SRX2951042	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_B3_S303
LT_old_mouse2_plate1_stim_sc_B4_S304	GSM2680799	LT_old_mouse2_plate1_stim_sc_B4_S304	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951043	SRX2951043	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_B4_S304
LT_old_mouse2_plate1_stim_sc_C1_S313	GSM2680800	LT_old_mouse2_plate1_stim_sc_C1_S313	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951044	SRX2951044	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_C1_S313
LT_old_mouse2_plate1_stim_sc_C2_S314	GSM2680801	LT_old_mouse2_plate1_stim_sc_C2_S314	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951045	SRX2951045	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_C2_S314
LT_old_mouse2_plate1_stim_sc_C4_S316	GSM2680803	LT_old_mouse2_plate1_stim_sc_C4_S316	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951047	SRX2951047	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_C4_S316
LT_old_mouse2_plate1_stim_sc_D1_S325	GSM2680804	LT_old_mouse2_plate1_stim_sc_D1_S325	SRA	Mus musculus	1	GPL19057	GSE100426;GSE100428	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2951048	SRX2951048	Carl G de Boer	Jul 19, 2017	LT	old	b1	stim	LT_old_mouse2_plate1_stim_sc_D1_S325
